id,member_id,loan_status,loan_amnt,term,int_rate,verification_status,purpose,policy_code,application_type,home_ownership,annual_inc,addr_state,dti,delinq_2yrs,mths_since_last_delinq,total_acc,inq_last_6mths,mths_since_last_record,open_acc,pub_rec,collections_12_mths_ex_med,acc_now_delinq,default
59965150,63909864,Fully Paid,15000, 60 months,13.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,70000,CA,9.41,0,73,40,1,67,17,1,0,0,non-default
59819391,63763108,Late (31-120 days),24150, 60 months,17.57,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,67000,CA,26.83,0,64,34,0,53,17,1,0,0,default
59869309,63813022,Fully Paid,6600, 36 months,12.69,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,26000,OH,24.93,0,38,26,2,39,10,1,0,0,non-default
59473142,63406928,Fully Paid,19200, 60 months,11.53,Not Verified,debt_consolidation,1,INDIVIDUAL,OWN,66588,FL,22.53,2,6,30,0,97,16,1,0,0,non-default
46640726,49788456,Fully Paid,6400, 36 months,12.29,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,117000,IL,1.53,2,23,24,0,70,12,1,0,0,non-default
59522897,63456673,Fully Paid,9525, 36 months,21.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,IN,18.18,1,13,28,4,61,10,1,0,0,non-default
59091106,62978886,Fully Paid,8400, 36 months,20.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,28000,PA,28.42,1,18,35,0,79,23,1,0,0,non-default
59592717,63526492,Fully Paid,12000, 60 months,16.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,37000,NJ,12.16,0,43,35,2,31,11,2,0,0,non-default
59492636,63426403,Fully Paid,6000, 36 months,6.89,Source Verified,other,1,INDIVIDUAL,RENT,195000,CA,11.04,0,45,51,1,71,21,1,0,0,non-default
59472585,63406353,Fully Paid,10200, 36 months,17.57,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,72500,MA,5.76,0,76,16,1,82,10,1,0,0,non-default
59152196,63039983,Late (16-30 days),17300, 60 months,26.77,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,68000,NJ,26.58,0,77,21,0,96,14,1,0,0,default
59451345,63385067,Fully Paid,10000, 36 months,7.89,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,73000,MO,18.12,0,81,23,0,82,8,1,0,0,non-default
59521829,63455569,Fully Paid,15475, 36 months,17.57,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,55000,GA,39.8,1,7,19,1,6,15,2,0,0,non-default
59491637,63425379,Fully Paid,6125, 36 months,14.65,Verified,debt_consolidation,1,INDIVIDUAL,OWN,82000,IL,12.45,0,64,28,0,59,14,1,0,0,non-default
59371678,63305415,Late (31-120 days),23000, 60 months,15.61,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,125000,AZ,21.05,0,74,37,0,74,12,1,0,0,default
59551782,63485517,Fully Paid,20000, 36 months,13.33,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,68000,NJ,19.63,0,35,40,0,82,28,1,0,0,non-default
59381637,63315377,Fully Paid,15000, 36 months,10.99,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,67000,GA,9.73,0,56,10,0,62,5,1,0,0,non-default
59272674,63160484,Fully Paid,5500, 36 months,11.53,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,84800,NC,14.05,1,22,46,0,75,16,1,0,0,non-default
59461514,63395245,Late (16-30 days),9450, 36 months,17.86,Verified,debt_consolidation,1,INDIVIDUAL,RENT,32000,MI,27.94,7,23,25,3,104,13,1,0,0,default
59411283,63344997,Fully Paid,2400, 36 months,8.18,Not Verified,major_purchase,1,INDIVIDUAL,MORTGAGE,40000,CA,27.21,0,30,35,0,96,17,1,0,0,non-default
59313462,63201281,Fully Paid,15000, 36 months,12.69,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,60000,MD,24.16,0,59,51,0,58,11,1,0,0,non-default
59231668,63119476,Fully Paid,31200, 36 months,19.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,170000,IL,18.06,0,61,39,1,64,11,1,0,0,non-default
59212360,63100163,Fully Paid,13325, 60 months,16.55,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,29000,OH,27.52,0,31,24,1,103,15,1,0,0,non-default
59292335,63180154,Fully Paid,4000, 36 months,13.99,Verified,credit_card,1,INDIVIDUAL,RENT,65000,CT,24.55,1,19,23,3,118,20,1,0,0,non-default
59242121,63129932,Fully Paid,18725, 36 months,13.33,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,73000,MA,17.47,1,21,26,2,63,10,1,0,0,non-default
59241480,63129269,Fully Paid,6000, 36 months,12.69,Source Verified,other,1,INDIVIDUAL,MORTGAGE,131600,MI,11.1,1,11,20,0,85,6,1,0,0,non-default
59191497,63079288,Fully Paid,10000, 36 months,13.33,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,62000,OH,10.94,0,77,24,2,82,16,1,0,0,non-default
59260931,63148709,Fully Paid,10000, 36 months,7.89,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,96000,IL,6.23,0,36,29,0,44,11,1,0,0,non-default
59110832,62998607,Fully Paid,17525, 36 months,11.53,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,96000,CA,15.51,1,10,18,1,90,11,1,0,0,non-default
58542800,62383531,Fully Paid,11950, 36 months,12.29,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,150000,NJ,15.37,0,42,33,2,50,15,2,0,0,non-default
59200693,63088475,Fully Paid,18000, 60 months,8.18,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,325000,NY,11.23,0,47,38,0,61,14,1,0,0,non-default
59080766,62968526,Fully Paid,18000, 36 months,19.99,Verified,small_business,1,INDIVIDUAL,OWN,83000,NM,9.22,0,46,25,2,44,12,1,0,0,non-default
59170528,63068293,Fully Paid,10000, 36 months,10.99,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,50000,MS,25.68,0,81,26,0,80,10,1,0,0,non-default
59300421,63188183,Fully Paid,3000, 36 months,18.25,Verified,other,1,INDIVIDUAL,MORTGAGE,58500,FL,14.28,0,73,22,1,73,15,1,0,0,non-default
58350348,62169067,Fully Paid,12000, 36 months,10.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,66000,NM,10.24,1,6,41,0,64,7,1,0,0,non-default
59140209,63027962,Fully Paid,10350, 36 months,17.86,Verified,credit_card,1,INDIVIDUAL,OWN,28800,TX,1.04,0,59,29,4,40,6,2,0,0,non-default
59189915,63077650,Late (16-30 days),6175, 36 months,16.55,Verified,debt_consolidation,1,INDIVIDUAL,RENT,32736,NY,33.39,0,51,26,0,63,10,1,0,0,default
59129648,63017375,Late (16-30 days),5000, 36 months,8.18,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,38000,FL,14.28,0,26,28,1,66,9,1,0,0,default
58953762,62826496,Fully Paid,2200, 36 months,15.61,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,80000,NJ,25.77,1,22,56,3,69,26,3,0,0,non-default
58772184,62634896,Fully Paid,15000, 36 months,15.61,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,60000,MI,9.18,0,33,13,0,110,8,1,0,0,non-default
59249666,63137397,Fully Paid,8975, 36 months,14.65,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,40000,FL,19.62,0,27,19,2,25,8,2,0,0,non-default
59209585,63097314,Fully Paid,16000, 36 months,10.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,65000,MA,12.59,0,42,26,1,87,20,1,0,0,non-default
59199333,63087054,Fully Paid,12000, 60 months,13.99,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,78000,CA,6.63,0,40,41,1,76,20,1,0,0,non-default
58932524,62795246,Fully Paid,5000, 36 months,11.53,Source Verified,medical,1,INDIVIDUAL,RENT,110000,MD,8.44,0,30,42,2,70,14,1,0,0,non-default
58493513,62334264,Fully Paid,4000, 36 months,20.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,35000,NY,3.29,1,8,18,3,52,9,1,0,0,non-default
58723891,62564659,Fully Paid,3500, 36 months,9.17,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,42000,FL,2.69,0,65,26,0,51,8,1,0,0,non-default
58553446,62394200,Late (31-120 days),18500, 36 months,12.29,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,55000,GA,9.4,0,79,14,1,29,6,1,0,0,default
58723664,62564426,Fully Paid,5000, 36 months,12.29,Verified,car,1,INDIVIDUAL,MORTGAGE,72000,CA,20.87,1,12,24,1,102,10,1,0,0,non-default
58523615,62364373,Late (31-120 days),12000, 36 months,9.17,Source Verified,credit_card,1,INDIVIDUAL,RENT,52000,FL,16.76,0,75,25,0,68,12,1,0,0,default
58733527,62574289,Fully Paid,16000, 60 months,10.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,100000,OH,18.17,0,70,32,0,62,15,1,0,0,non-default
58533417,62374164,Default,5000, 36 months,9.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,21000,NC,19.36,0,38,16,0,118,7,1,0,0,default
58360464,62179185,Fully Paid,21000, 36 months,6.24,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,65000,OH,28.49,0,35,26,0,29,12,1,0,0,non-default
58603191,62443941,Fully Paid,2300, 36 months,12.69,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42000,OH,6.31,0,38,14,0,66,8,1,0,0,non-default
58723070,62563813,Late (31-120 days),35000, 60 months,21.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,84000,FL,30.9,1,14,66,0,67,14,1,0,0,default
58592888,62433627,Fully Paid,19175, 36 months,12.69,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,107000,LA,13.56,0,54,26,0,57,12,1,0,0,non-default
58612791,62453519,Fully Paid,12000, 60 months,16.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,85000,IN,10.98,0,44,46,3,77,19,1,0,0,non-default
58692845,62533587,Fully Paid,9175, 36 months,12.69,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,80000,NY,21.66,2,14,23,1,85,12,1,2,0,non-default
58492802,62333531,Fully Paid,16000, 36 months,8.18,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,144500,CA,8.27,1,22,19,0,29,5,1,0,0,non-default
58592624,62433351,Late (31-120 days),17200, 60 months,22.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,41000,GA,14.67,1,7,33,1,10,14,1,0,0,default
58642274,62482989,Late (16-30 days),8600, 36 months,16.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,26000,NE,23.96,0,77,15,3,88,8,1,0,0,default
58552316,62393031,Fully Paid,22000, 36 months,8.18,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,102508,GA,34.98,2,9,41,0,67,20,1,0,0,non-default
58562248,62402963,Fully Paid,6000, 36 months,9.17,Source Verified,credit_card,1,INDIVIDUAL,RENT,63000,NY,17.11,0,67,17,1,41,9,1,0,0,non-default
58652193,62492908,Fully Paid,3000, 36 months,12.69,Source Verified,other,1,INDIVIDUAL,MORTGAGE,65000,CA,16.76,1,16,28,0,65,9,1,0,0,non-default
58512220,62352937,Fully Paid,5000, 36 months,11.53,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,62400,CA,19.48,0,49,25,1,52,16,1,0,0,non-default
58542124,62382837,Fully Paid,4450, 36 months,10.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,48000,CA,15.2,0,33,22,0,119,13,1,0,0,non-default
58492148,62332861,Fully Paid,10000, 36 months,13.33,Verified,other,1,INDIVIDUAL,MORTGAGE,99000,OR,15.08,1,19,45,4,59,25,1,0,0,non-default
58031308,61835065,Fully Paid,6000, 36 months,13.33,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,37000,AZ,14.76,0,32,14,0,92,9,1,0,0,non-default
58480622,62299353,Late (31-120 days),20625, 60 months,16.99,Not Verified,debt_consolidation,1,INDIVIDUAL,OWN,95134,CA,19.63,0,57,19,0,61,7,2,0,0,default
58410598,62229316,Fully Paid,10000, 36 months,8.18,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,40000,NE,25.41,0,61,21,0,79,11,2,0,0,non-default
58270659,62089381,Fully Paid,13200, 36 months,8.18,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,57550,AL,3.88,0,73,19,0,83,12,1,0,0,non-default
58330276,62148990,Late (31-120 days),10000, 36 months,9.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,45000,CA,7.52,1,21,26,1,53,11,1,0,0,default
58160305,61964017,Late (31-120 days),5650, 36 months,15.61,Source Verified,small_business,1,INDIVIDUAL,OWN,88000,OH,38.46,0,58,22,2,35,7,1,0,0,default
58240211,62055925,Late (31-120 days),20000, 60 months,16.55,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,66000,NV,37.02,1,13,34,0,72,9,1,0,0,default
58051340,61855076,Late (31-120 days),30000, 36 months,14.65,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,156000,NJ,6.68,1,22,10,0,12,6,1,0,0,default
58141264,61945013,Fully Paid,19000, 36 months,7.89,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,130000,NV,13.75,2,24,40,3,56,9,1,0,0,non-default
55959712,59621481,Fully Paid,15000, 36 months,13.99,Source Verified,other,1,INDIVIDUAL,MORTGAGE,95000,NY,23.14,1,13,14,0,27,13,3,0,0,non-default
58111136,61914878,Fully Paid,27000, 36 months,13.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,95000,FL,18.84,0,72,33,0,89,15,1,0,0,non-default
58041179,61844921,Fully Paid,20000, 36 months,15.61,Verified,moving,1,INDIVIDUAL,MORTGAGE,70000,CO,18.79,0,61,20,2,73,11,1,0,0,non-default
58111156,61914902,Fully Paid,10000, 36 months,10.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,CA,14.67,1,9,27,0,110,14,1,0,0,non-default
57702506,61455227,Fully Paid,17000, 60 months,18.25,Source Verified,other,1,INDIVIDUAL,RENT,44000,WI,4.39,0,28,40,2,58,16,1,0,0,non-default
57296403,60999202,Late (31-120 days),15275, 36 months,13.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,77000,CA,15.37,1,6,33,1,65,15,1,1,0,default
57970968,61774707,Fully Paid,8000, 36 months,12.69,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,35000,TN,11.42,0,63,25,1,23,12,1,0,0,non-default
57961016,61764752,Fully Paid,18000, 60 months,27.31,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,70000,CA,17.25,0,30,24,3,82,9,1,0,0,non-default
58151004,61954736,Fully Paid,15600, 60 months,12.29,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,72000,WI,22.35,1,11,61,0,64,17,1,0,0,non-default
58030786,61834519,Fully Paid,8000, 36 months,13.99,Not Verified,credit_card,1,INDIVIDUAL,OWN,68000,NC,5.93,1,12,24,3,66,9,1,0,0,non-default
57960600,61764327,Fully Paid,21000, 60 months,12.69,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,103000,OR,9.76,0,30,35,0,71,12,1,0,0,non-default
58100561,61904281,Fully Paid,10000, 36 months,9.17,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,94000,GA,17.49,0,24,28,1,72,9,1,0,0,non-default
57884764,61637561,Late (31-120 days),33875, 60 months,24.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,160000,CA,19.18,0,32,37,0,14,18,1,0,0,default
58100381,61904098,Fully Paid,7500, 36 months,12.29,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,29267,IN,26.66,1,21,50,2,37,14,2,0,0,non-default
58080195,61883909,Late (31-120 days),35000, 60 months,27.31,Verified,home_improvement,1,INDIVIDUAL,OWN,85000,NY,31.82,0,30,18,1,40,10,1,0,0,default
56040180,59701957,Fully Paid,10400, 60 months,23.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,47000,GA,22.55,1,8,12,0,79,9,3,0,0,non-default
57915217,61667929,Fully Paid,5600, 36 months,12.69,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,35000,TX,11.52,5,68,49,1,80,7,1,0,0,non-default
57695314,61448096,Late (31-120 days),35000, 60 months,20.99,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,71000,MO,12.56,1,10,27,0,118,11,1,0,0,default
57970174,61773887,Late (31-120 days),34500, 60 months,22.99,Source Verified,home_improvement,1,INDIVIDUAL,RENT,69000,NV,18.68,0,53,48,2,96,9,1,0,0,default
57315269,61018030,Fully Paid,8425, 36 months,17.57,Verified,vacation,1,INDIVIDUAL,RENT,50000,MA,11.59,0,29,19,0,9,7,2,0,0,non-default
57650826,61403615,Fully Paid,20000, 36 months,13.99,Verified,debt_consolidation,1,INDIVIDUAL,OWN,75000,NY,13.82,1,17,19,0,50,9,1,0,0,non-default
57824659,61577448,Fully Paid,15475, 36 months,17.57,Verified,debt_consolidation,1,INDIVIDUAL,RENT,60000,FL,21.57,0,47,16,1,74,8,1,0,0,non-default
57683649,61436402,Fully Paid,9000, 36 months,12.29,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,95000,MI,13.12,1,7,42,0,31,16,3,0,0,non-default
57674615,61427397,Fully Paid,24000, 60 months,14.65,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,150000,NH,5.64,1,17,28,0,80,15,1,0,0,non-default
57824728,61577518,Fully Paid,7000, 36 months,12.69,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,56285,VA,25.01,0,37,33,0,63,12,1,0,0,non-default
57764300,61517080,Fully Paid,10525, 60 months,13.99,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,77000,MO,3.66,0,41,20,0,28,6,1,0,0,non-default
57834101,61586870,Late (31-120 days),5000, 36 months,15.61,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,21727.44,WI,25.69,0,76,11,1,58,8,2,0,0,default
57694677,61447449,Fully Paid,5000, 36 months,16.99,Verified,other,1,INDIVIDUAL,MORTGAGE,48800,FL,19.58,2,3,29,0,118,14,1,0,0,non-default
57814115,61566900,Fully Paid,25000, 36 months,14.65,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,93500,CA,12.71,0,25,41,3,71,18,1,0,0,non-default
57664196,61416963,Fully Paid,9075, 36 months,14.65,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,29243,FL,22.1,0,80,30,0,68,10,2,0,0,non-default
57295845,60998618,Fully Paid,8875, 36 months,17.57,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,48000,MA,26,1,18,23,1,76,14,1,0,0,non-default
57784229,61536991,Fully Paid,28000, 36 months,10.99,Not Verified,debt_consolidation,1,INDIVIDUAL,OWN,180000,NC,10.28,0,63,23,0,57,9,2,0,0,non-default
57714016,61466777,Fully Paid,7500, 36 months,22.99,Verified,medical,1,INDIVIDUAL,OWN,55000,GA,20.27,1,18,33,5,88,13,1,0,0,non-default
57854022,61606802,Fully Paid,8000, 36 months,15.61,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,60000,TN,19.44,0,40,32,2,119,12,1,0,0,non-default
57753965,61506715,Fully Paid,28000, 36 months,13.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,102000,WV,28.6,0,40,27,1,94,12,1,0,0,non-default
57723842,61476607,Fully Paid,15000, 36 months,12.29,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,110000,WA,4.54,0,38,34,3,41,9,2,0,0,non-default
57694244,61447001,Fully Paid,6500, 36 months,9.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,54000,OH,9.11,5,10,26,1,7,9,2,0,0,non-default
57843776,61596538,Fully Paid,7000, 36 months,9.17,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,101000,CA,8.98,0,59,29,0,58,14,1,0,0,non-default
57743901,61496655,Fully Paid,21500, 60 months,12.29,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,65000,UT,18.63,0,31,21,0,118,11,1,0,0,non-default
57793638,61546399,Fully Paid,16625, 60 months,16.55,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,36800,OH,32.68,0,60,33,1,60,14,1,0,0,non-default
57813727,61566497,Fully Paid,12000, 36 months,11.53,Verified,debt_consolidation,1,INDIVIDUAL,OWN,51000,TX,23.65,1,19,35,0,37,12,1,0,0,non-default
57286589,60989397,Late (31-120 days),32000, 60 months,13.33,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,325000,CT,7.04,4,6,14,1,11,7,4,0,0,default
57793428,61546182,Fully Paid,8150, 36 months,12.69,Verified,debt_consolidation,1,INDIVIDUAL,RENT,28320,WA,23.09,0,41,9,0,89,6,1,0,0,non-default
55121876,58692736,Late (31-120 days),30000, 60 months,19.19,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,100000,AZ,17.52,0,66,45,0,60,13,1,0,0,default
57863318,61616071,Fully Paid,10000, 36 months,12.29,Source Verified,other,1,INDIVIDUAL,MORTGAGE,42000,MN,28.92,0,45,17,2,50,11,1,0,0,non-default
57833256,61586004,Fully Paid,3900, 36 months,13.33,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,53700,NJ,19.98,0,68,33,0,65,7,1,0,0,non-default
57733154,61485888,Fully Paid,5000, 36 months,10.99,Verified,debt_consolidation,1,INDIVIDUAL,OWN,50000,WA,6.94,4,5,43,0,73,10,2,0,0,non-default
57663132,61415872,Fully Paid,7000, 36 months,11.53,Verified,debt_consolidation,1,INDIVIDUAL,RENT,90000,FL,19.86,2,20,20,0,54,8,1,0,0,non-default
57752878,61505608,Fully Paid,18450, 36 months,15.61,Verified,credit_card,1,INDIVIDUAL,OWN,41000,CA,26.67,0,62,6,1,78,4,1,0,0,non-default
57742971,61495705,Fully Paid,1500, 36 months,9.17,Source Verified,credit_card,1,INDIVIDUAL,RENT,24000,CA,15.65,0,45,27,0,64,14,1,0,0,non-default
57662918,61415650,Fully Paid,15000, 36 months,11.53,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,55000,TN,11.39,0,25,23,0,78,15,3,0,0,non-default
57822154,61574866,Fully Paid,28000, 60 months,21.99,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,85000,CA,17.08,0,47,37,1,45,8,1,0,0,non-default
57882805,61635534,Fully Paid,12000, 36 months,11.53,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,45000,NJ,16.27,0,27,25,3,85,9,1,0,0,non-default
57882621,61635344,Fully Paid,11000, 36 months,9.17,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,75000,IN,15.36,0,76,42,0,69,10,1,0,0,non-default
57672586,61425319,Fully Paid,11000, 36 months,10.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,25000,MI,19.01,0,69,22,1,54,9,3,0,0,non-default
57702536,61455257,Fully Paid,19000, 36 months,13.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,38000,VA,17.12,0,67,21,0,18,7,2,0,0,non-default
57732370,61485083,Late (31-120 days),8000, 36 months,13.33,Verified,credit_card,1,INDIVIDUAL,RENT,53000,WA,7.52,0,34,21,0,79,9,1,0,0,default
57508496,61261223,Fully Paid,1000, 36 months,13.99,Verified,credit_card,1,INDIVIDUAL,MORTGAGE,20000,PA,12.06,0,41,12,1,118,6,1,0,0,non-default
57538665,61291385,Fully Paid,9600, 36 months,9.17,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,60000,KS,18.08,1,18,39,1,18,8,1,0,0,non-default
57418397,61171119,Fully Paid,12000, 36 months,13.33,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,55000,FL,17.06,0,25,50,1,78,22,1,0,0,non-default
57428240,61180954,Late (31-120 days),20000, 36 months,16.55,Verified,debt_consolidation,1,INDIVIDUAL,RENT,65000,CA,31.79,0,76,19,0,100,9,1,0,0,default
57488194,61240908,Fully Paid,5000, 36 months,13.33,Source Verified,home_improvement,1,INDIVIDUAL,OWN,23600,MI,4.07,1,16,58,2,97,21,1,0,0,non-default
57256637,60959457,Late (31-120 days),10075, 36 months,26.77,Verified,medical,1,INDIVIDUAL,RENT,250000,CA,24.88,0,59,18,2,53,11,1,0,0,default
56059570,59721328,Fully Paid,17425, 36 months,17.86,Source Verified,small_business,1,INDIVIDUAL,RENT,120000,CA,11.93,0,75,19,2,44,10,2,0,0,non-default
57196871,60899670,Fully Paid,8000, 36 months,9.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,105000,TX,17.93,1,21,18,0,33,9,3,0,0,non-default
57126384,60829180,Late (16-30 days),13000, 60 months,14.65,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,35900,WI,9.63,1,15,23,0,109,6,1,0,0,default
57336730,61039531,Fully Paid,2800, 36 months,13.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,52000,CA,18.12,2,7,35,0,65,17,2,0,0,non-default
57196701,60899501,Fully Paid,29025, 60 months,18.55,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,69136,CO,19.74,0,57,31,0,105,14,1,0,0,non-default
57326958,61029773,Fully Paid,18000, 60 months,12.69,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,62000,TX,16.55,0,50,17,0,118,7,1,0,0,non-default
57167087,60869910,Late (31-120 days),13425, 36 months,15.61,Verified,debt_consolidation,1,INDIVIDUAL,RENT,32000,CO,16.62,0,38,28,0,85,5,1,1,0,default
57166970,60869790,Late (31-120 days),21000, 60 months,16.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,150000,NY,13.46,1,11,11,1,37,10,4,0,0,default
57276813,60979644,Fully Paid,10000, 60 months,12.29,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,65000,MI,26.51,0,69,34,0,94,17,1,0,0,non-default
57166899,60869714,Late (16-30 days),5500, 36 months,14.65,Verified,other,1,INDIVIDUAL,RENT,59984,CA,18.45,0,63,29,2,51,11,1,0,0,default
57276795,60979626,Late (31-120 days),21000, 36 months,14.65,Verified,debt_consolidation,1,INDIVIDUAL,RENT,70000,MT,28.84,0,35,53,0,119,30,1,0,0,default
57296288,60999081,Late (31-120 days),6000, 36 months,17.86,Verified,medical,1,INDIVIDUAL,RENT,50000,TX,29.57,0,73,20,2,41,8,2,1,0,default
57175663,60878424,Late (31-120 days),7500, 36 months,12.69,Source Verified,other,1,INDIVIDUAL,MORTGAGE,46800,AZ,26.51,1,6,20,1,106,10,1,0,0,default
57326237,61029022,Fully Paid,9000, 36 months,8.18,Source Verified,debt_consolidation,1,INDIVIDUAL,OWN,45000,WA,19.6,1,15,18,0,118,10,1,0,0,non-default
57335920,61038697,Late (31-120 days),25000, 60 months,23.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,150000,CA,16.26,0,79,28,2,41,15,2,0,0,default
57195929,60898700,Fully Paid,1000, 36 months,14.65,Verified,other,1,INDIVIDUAL,MORTGAGE,35000,WA,11.63,0,39,37,2,61,13,1,0,0,non-default
57195758,60898523,Late (31-120 days),17600, 60 months,20.99,Verified,credit_card,1,INDIVIDUAL,RENT,44000,FL,18.31,1,10,23,0,96,11,1,0,0,default
57344577,61047304,Fully Paid,5000, 36 months,14.65,Verified,other,1,INDIVIDUAL,OWN,56000,CA,23.7,0,50,22,2,82,12,1,0,0,non-default
